SALDO sense ID,polarity label
anspråkslös..1,1
anspråkslöshet..1,1
anstiftan..1,-1
anstormning..1,0
anstränga..1,0
ansträngande..1,-1
ansträngande..2,0
ansträngd..1,-1
anställa..1,0
anställa..2,0
anställande..1,0
anställande..2,0
anställd..1,0
anställning..1,0
anständig..1,1
anstötlig..1,-1
ansvar..1,-1
ansvara..1,0
ansvarande..1,0
ansvarig..1,0
ansvarsfull..1,1
ansvarskännande..1,1
ansvarskännande..2,1
ansvarskänsla..1,1
ansvarslös..1,-1
ansvarslöshet..1,-1
ansvarstagande..1,1
ansvarstagande..2,1
ansöka..1,0
ansökan..1,0
ansökande..1,0
ansökning..1,0
anta..1,0
anta..2,0
antagande..1,0
antagande..2,0
antal..1,0
antasta..1,-1
antastande..1,-1
antidemokratisk..1,-1
antiintellektuell..1,-1
antiklimax..1,-1
antisemit..1,-1
antisemitisk..1,-1
antyda..1,0
antydande..1,0
använd..1,0
använda..1,0
användande..1,0
användning..1,0
apati..1,-1
apokalyps..1,-1
april..1,0
aptit..1,1
aptitretande..1,1
arbeta..1,0
arbetande..1,0
arbetare..1,0
arbete..1,0
arbete..2,0
arbetsbelastning..1,-1
arbetsbrist..1,-1
arbetsbörda..1,-1
arbetsförmedling..1,0
arbetsgivare..1,0
arbetsglädje..1,1
arbetsgrupp..1,0
arbetskraft..1,0
arbetslust..1,1
arbetslös..1,-1
arbetslöshet..1,-1
arbetsmarknad..1,0
arbetsmiljöbrott..1,-1
arbetsmoral..1,1
arbetsoförmögen..1,-1
arbetsplats..1,0
arbetsro..1,1
arbetsseger..1,0
arbetsskygg..1,-1
arbetstagare..1,0
arbetstid..1,0
arbetsuppgift..1,0
arbetsvilja..1,1
arbetsvillig..1,1
arg..1,-1
arghet..1,-1
argsint..1,-1
argument..1,0
argument..2,0
arkebusering..1,-1
arkitekt..1,0
arm..1,0
arm..2,-1
arm..3,0
armé..1,0
arrangera..1,0
arrangera..2,0
arrangerande..1,0
arrangerande..2,0
arrangör..1,0
arrogans..1,-1
arrogant..1,-1
art..1,0
artig..1,1
artighet..1,1
artikel..1,0
artikel..2,0
artikel..3,0
artist..1,0
artonhundratalet..1,0
arvsynd..1,-1
asförbannad..1,-1
asocial..1,-1
aspekt..1,0
aspekt..2,0
atombomba..1,-1
atombombande..1,-1
attack..1,-1
attack..2,-1
attackera..1,-1
attackerande..1,-1
attentat..1,-1
attityd..1,0
attraktiv..1,1
augusti..1,0
automatisk..1,0
av..2,0
av..4,1
avart..1,-1
avbruten..1,0
avbryta..1,0
avbrytande..1,0
avböja..1,-1
avböja..2,0
avböjande..1,-1
avböjande..2,0
avbön..1,-1
avdelning..1,0
avdrag..1,0
avdrag..2,0
avfall..1,-1
avfalla..1,-1
avfallen..1,-1
avfärda..1,-1
avfärdande..1,-1
avföring..1,-1
avgaser..1,0
avgift..1,0
avgjord..1,0
avgjord..2,0
avgrund..1,-1
avgå..1,0
avgå..2,0
avgående..1,0
avgående..2,0
avgång..1,0
avgång..2,0
avgöra..1,0
avgörande..1,0
avgörande..2,0
avhumanisera..1,-1
avhumaniserande..1,-1
avhumanisering..1,-1
avkastning..1,1
avklädande..1,0
avkoppla..1,0
avkopplande..1,0
avleda..1,0
avleda..2,0
avlida..1,-1
avlidande..1,-1
avliva..1,-1
avlivande..1,-1
avlyssning..1,-1
avog..1,-1
avoghet..1,-1
avpollettera..1,-1
avpolletterande..1,-1
avreagera..1,0
avreagerande..1,0
avrättning..1,-1
avse..1,0
avsedd..1,0
avseende..1,0
avseende..2,0
avsevärd..1,0
avsikt..1,0
avskaffa..1,0
avskaffande..1,0
avskräcka..1,-1
avskräckande..1,-1
avskum..1,-1
avsky..1,-1
avsky..2,-1
avskydd..1,-1
avskyende..1,-1
avskyvärd..1,-1
avslappnad..1,1
avsluta..1,0
avslutande..1,0
avslöja..1,0
avslöja..2,0
avslöjande..1,0
avslöjande..2,0
avsmak..1,-1
avsnitt..1,0
avspänd..1,1
avspändhet..1,1
avstressa..1,1
avstressad..1,1
avstressande..1,1
avstå..1,-1
avstå..2,1
avstående..1,-1
avstående..2,1
avstånd..1,0
avstängande..1,-1
avstängande..2,0
avstängande..3,-1
avstängning..1,0
avstängning..2,0
avstängning..3,-1
avtal..1,0
avtalsbrott..1,-1
avtalsslutande..1,0
avtrubba..1,-1
avtrubbande..1,-1
avtvinga..1,-1
avtvingande..1,-1
avtändande..1,-1
avund..1,-1
avundas..1,-1
avundsjuk..1,-1
avundsjuka..1,-1
avundsvärd..1,1
avvakta..1,0
avvaktande..1,0
avvisa..1,-1
avvisa..2,-1
avvisande..1,-1
avvisande..2,-1
axel..1,0
axel..2,0
axiom..1,1
axiom..2,0
axiomatisk..1,0
axiomatisk..2,0
axla..1,0
axla..2,0
ayatolla..1,0
ayatolla..2,-1
back..1,0
back..2,0
back..3,0
back..4,0
backa..1,0
backa..2,0
backa..3,0
backa..4,-1
backande..1,0
backande..2,0
backe..1,0
bad..1,0
bad..2,0
bagatellartad..1,1
bagatellisera..1,-1
bagatelliserande..1,-1
bajs..1,-1
bajshög..1,-1
bajsnödig..1,-1
bakfylla..1,-1
bakgrund..1,0
bakslag..1,-1
bakslug..1,-1
baksmälla..1,-1
baktala..1,-1
baktalande..1,-1
baktanke..1,-1
bakterie..1,0
balanskonstnär..1,0
bana..1,0
bana..2,0
banal..1,-1
banalisera..1,-1
banaliserande..1,-1
banan..1,0
band..1,0
band..2,0
band..3,0
band..4,0
band..5,0
band..6,0
baneman..1,-1
banerförare..1,0
bank..1,0
bank..2,0
bank..3,0
bankanställd..1,0
bankkollaps..1,-1
bankrutt..1,-1
bankrutt..2,-1
banna..1,-1
bannande..1,-1
bannlysa..1,-1
bannlysa..2,-1
bannlysande..1,-1
bannlysande..2,-1
bannor..1,-1
banta..1,0
banta..2,0
bantande..1,0
bantningskur..1,0
bar..1,0
bar..2,0
bar..3,0
barbari..1,-1
barbarisk..1,-1
barmhärtighetsmord..1,-1
barn..1,0
barn..2,0
barnamördare..1,-1
barndom..1,0
barnfetma..1,-1
barnmisshandel..1,-1
barnomsorg..1,0
barnporr..1,-1
barnsjukdom..1,-1
barnsjukdom..2,-1
barnunge..1,-1
bas..1,0
bas..2,0
bas..3,0
bas..4,0
bas..5,0
bas..6,-1
bas..7,0
bas..8,0
basar..1,0
basera..1,0
baserande..1,0
bastant..1,0
bastant..2,0
be..1,0
be..2,0
beakta..1,0
beaktande..1,0
bedjande..1,0
bedjande..2,0
bedjande..3,0
bedra..1,-1
bedragande..1,-1
bedragare..1,-1
bedrift..1,1
bedriva..1,0
bedrivande..1,0
bedrägeri..1,-1
bedröva..1,-1
bedrövad..1,-1
bedrövande..1,-1
bedrövelse..1,-1
bedrövlig..1,-1
bedåra..1,1
bedårande..1,1
bedårande..2,1
bedöma..1,0
bedömande..1,0
bedömning..1,0
befara..1,-1
befara..2,0
befarande..1,-1
befarande..2,0
befinna..1,0
befinnande..1,1
befinnas..1,0
befintlig..1,0
befläcka..1,-1
befläckande..1,-1
befolkning..1,0
befolkning..2,0
befolkning..3,0
befria..1,1
befriande..1,1
befriande..2,1
befriare..1,1
befrukta..1,0
befrukta..2,1
befruktande..1,0
befruktande..2,1
befrämja..1,1
befrämjande..1,1
befängd..1,-1
begrepp..1,0
begränsa..1,0
begränsad..1,0
begränsande..1,0
begränsning..1,0
begå..1,-1
begående..1,-1
begåva..1,1
begåvad..1,1
begåvande..1,1
begär..1,1
begära..1,0
begäran..1,0
begärande..1,0
behaga..1,1
behaga..2,0
behagande..1,1
behagande..2,0
behagfull..1,1
behaglig..1,1
behandla..1,0
behandla..2,1
behandla..3,0
behandlande..1,0
behandlande..2,1
behandlande..3,0
behandling..1,0
behandling..2,0
behandling..3,0
behjälplig..1,1
behjärtansvärd..1,1
behov..1,0
behålla..1,0
behållande..1,0
behållen..1,0
behållning..1,1
behörig..1,1
behörighet..1,1
behöva..1,0
behövande..1,0
behövande..2,0
behövas..1,0
beige..1,0
beige..2,0
beige..3,-1
beivra..1,-1
beivrande..1,-1
bekant..1,0
bekant..2,0
bekanta..1,0
beklaga..1,-1
beklagande..1,-1
beklagansvärd..1,-1
beklaglig..1,-1
beklämd..1,-1
beklämmande..1,-1
bekomma..1,0
bekommande..1,0
bekriga..1,-1
bekrigande..1,-1
bekräfta..1,1
bekräfta..2,1
bekräftande..1,1
bekräftande..2,1
bekväm..1,1
bekväm..2,1
bekymmer..1,-1
bekymmer..2,-1
bekymmersam..1,-1
bekymmersfri..1,1
bekymmerslös..1,1
bekymmerslöshet..1,1
bekymra..1,-1
bekymrad..1,-1
bekymrad..2,-1
bekymrande..1,-1
bekämpa..1,1
bekämpande..1,1
belasta..1,0
belasta..2,-1
belasta..3,-1
belastande..1,0
belastande..2,-1
belastande..3,-1
belastning..1,0
belastning..2,-1
belastning..3,-1
belevad..1,1
beljuga..1,-1
beljugande..1,-1
belopp..1,0
belysa..1,0
belysande..1,0
belysande..2,0
belåten..1,1
belåtenhet..1,1
belägen..1,0
belägg..1,0
belägga..1,0
belägga..2,-1
belägga..3,0
belägga..4,0
belägga..5,0
beläggande..1,0
beläggande..2,-1
beläggande..3,0
beläggande..4,0
beläggande..5,0
belöna..1,1
belönande..1,1
belöning..1,1
ben..1,0
ben..2,0
ben..3,0
benägen..1,0
bereda..1,0
bereda..2,0
bereda..3,0
beredande..1,0
beredande..2,0
beredande..3,0
beredd..1,1
beredskap..1,0
beredvillig..1,1
beredvillighet..1,1
berg..1,0
berg..2,0
bergsäker..1,1
berika..1,1
berikande..1,1
bero..1,0
bero..2,0
beroende..1,0
beroende..2,-1
beroende..3,0
beräkna..1,0
beräkna..2,0
beräknad..1,0
beräknad..2,0
beräknande..1,-1
beräknande..2,0
beräknande..3,0
beräkning..1,0
beräkning..2,0
berätta..1,0
berättande..1,0
berättande..2,0
berättarförmåga..1,1
berättarglädje..1,1
berättelse..1,0
beröm..1,1
berömd..1,1
berömlig..1,1
berömma..1,1
berömmande..1,1
berömmelse..1,1
berömvärd..1,1
beröra..1,0
beröra..2,0
berörande..1,0
berörande..2,0
berörd..1,0
beröringsskräck..1,-1
beröringsångest..1,-1
besanna..1,1
besannande..1,1
besegra..1,1
besegrande..1,1
besinningsfull..1,1
besinningslös..1,-1
beskatta..1,0
beskattande..1,0
beskattning..1,0
besked..1,0
beskedlighet..1,-1
beskriva..1,0
beskrivande..1,0
beskrivande..2,0
beskrivning..1,0
beskyddarverksamhet..1,-1
beskylla..1,-1
beskyllande..1,-1
beskyllning..1,-1
beskära..1,0
beskära..2,0
beskära..3,1
beskärande..1,0
beskärande..2,0
beskärande..3,1
beskärd..1,0
beslut..1,0
besluta..1,0
beslutande..1,0
besluten..1,0
beslutsamhet..1,1
beslutsångest..1,-1
besmitta..1,-1
besmittande..1,-1
besparing..1,0
besparingskrav..1,0
bespotta..1,-1
bespottande..1,-1
besserwisser..1,-1
besserwissra..1,-1
bestialisk..1,-1
bestickning..1,-1
bestraffa..1,-1
bestraffande..1,-1
bestraffning..1,-1
bestå..1,0
bestå..2,0
bestå..3,0
bestå..4,0
bestående..1,0
bestående..2,0
bestående..3,0
bestående..4,0
bestående..5,0
bestämd..1,0
bestämd..2,1
bestämma..1,0
bestämma..2,0
bestämmande..1,0
bestämmande..2,0
bestämmelse..1,0
bestört..1,-1
bestörtning..1,-1
besudla..1,-1
besudlande..1,-1
besvara..1,0
besvarande..1,0
besvikelse..1,-1
besviken..1,-1
besvär..1,-1
besvär..2,-1
besvär..3,-1
besvära..1,-1
besvärad..1,-1
besvärande..1,-1
besvärande..2,-1
besvärja..1,-1
besvärjande..1,-1
besvärlig..1,-1
besvärlighet..1,-1
besök..1,0
besöka..1,0
besökande..1,0
besökande..2,0
besökare..1,0
bet..1,0
beta..1,0
beta..2,0
beta..3,0
beta..4,0
beta..5,-1
beta..6,0
beta..7,0
beta..8,0
betagande..1,0
betagande..2,-1
betagande..3,0
betagen..1,1
betala..1,0
betalande..1,0
betalning..1,0
betalningsskyldig..1,-1
bete..1,0
bete..2,0
bete..3,0
beteckna..1,0
betecknande..1,0
betecknande..2,0
beteende..1,0
betinga..1,0
betinga..2,0
betingad..1,0
betingad..2,0
betona..1,0
betonad..1,0
betonande..1,0
betrakta..1,0
betraktande..1,0
betro..1,1
betrodd..1,1
betroende..1,1
betryck..1,-1
betrycka..1,-1
betrygga..1,1
betryggande..1,1
betryggande..2,1
bets..1,0
bett..1,0
bett..2,0
bett..3,0
betunga..1,-1
betungande..1,-1
betungande..2,-1
betvingare..1,1
betyda..1,0
betydande..1,1
betydande..2,0
betydelse..1,0
betydelse..2,1
betydelsefull..1,1
betydlig..1,1
betyg..1,0
betygshets..1,-1
betäckning..1,0
betäckning..2,0
betäckning..3,0
betänka..1,0
betänkande..1,0
betänklighet..1,-1
beundran..1,1
beundransvärd..1,1
bevaka..1,0
bevakande..1,0
bevara..1,1
bevarande..1,1
bevilja..1,1
beviljande..1,1
bevis..1,1
bevis..2,0
bevisa..1,1
bevisande..1,1
bevisbörda..1,0
bevislig..1,-1
bevissvårighet..1,-1
bevågenhet..1,1
bi..1,0
bibliotek..1,0
bidra..1,1
bidrag..1,1
bidrag..2,0
bidragande..1,1
bidragande..2,1
bidragsfuskare..1,-1
bifall..1,1
bifalla..1,1
biffstek..1,0
bil..1,0
bila..2,0
bila..3,0
bila..4,0
bilaga..1,0
bild..1,0
bilda..1,0
bilda..2,0
bildad..1,0
bildande..1,0
bildande..2,0
bildande..3,0
bildskön..1,1
billig..1,1
billig..2,1
bilmålvakt..1,-1
bilskojare..1,-1
bilägga..1,0
bilägga..2,0
binda..1,0
binda..3,0
biologisk..1,0
bisarr..1,-1
bistå..1,1
bistående..1,1
bistånd..1,1
bit..1,0
bit..2,0
bita..1,0
bita..2,0
bitande..1,0
bitande..2,0
bitande..3,0
bitas..1,0
biten..1,1
bits..1,0
bitter..1,-1
bitter..2,-1
bitterhet..1,-1
biverkning..1,-1
bjuda..1,1
bjuda..2,0
bjuda..3,0
bjudande..1,1
bjudande..2,0
bjudande..3,0
bjäbba..1,-1
bjäbbande..1,-1
bjäbbig..1,-1
bjäfs..1,-1
björntjänst..1,-1
björntjänst..2,1
blaj..1,-1
blamage..1,-1
blanda..1,0
blandad..1,0
blandande..1,0
blandning..1,0
blask..1,-1
blask..2,-1
blaska..1,-1
blaska..2,-1
blaskande..1,-1
blaskig..1,-1
blaskig..2,-1
blekna..1,0
bleknande..1,0
bli..1,0
bli..2,0
blick..1,0
blicka..1,0
blickfång..1,1
blivande..1,0
blivande..2,0
blod..1,0
blodbad..1,-1
blodig..1,-1
blodsdroppe..1,-1
blodshämnd..1,-1
blodsutgjutelse..1,-1
blodtörst..1,-1
blodtörstig..1,-1
blodvite..1,-1
blomma..1,0
blomma..2,0
blomsterprakt..1,1
bluff..1,-1
bluffa..1,-1
bluffaktura..1,-1
bluffande..1,-1
blunder..1,-1
blyg..1,-1
blygas..1,-1
blygsamhet..1,1
blå..1,0
blå..2,0
blåblodig..1,1
blåbär..1,0
blåbär..2,-1
blågul..1,1
blåljuga..1,-1
blåneka..1,-1
blånekande..1,-1
blåsa..1,0
blåsa..2,0
blåsa..3,-1
blåsa..4,0
blåsa..5,0
blåsande..1,0
blåsande..2,-1
blåsande..3,0
blåsande..4,0
blåsning..1,0
blåsning..2,-1
blåsning..3,-1
blåst..1,0
blåst..2,-1
blåsväder..1,0
blåvit..1,0
blåögd..1,0
blåögd..2,-1
blåögdhet..1,0
blåögdhet..2,-1
blä..1,-1
blända..1,1
blända..2,0
blända..3,-1
bländande..1,0
bländande..2,1
bländande..3,0
bländande..4,-1
blödig..1,-1
bo..1,0
bo..2,0
boende..1,0
boende..2,0
bojkotta..1,-1
bojkottande..1,-1
bok..1,0
bok..2,0
boka..1,0
boka..2,0
boken..1,0
bokföringsbrott..1,-1
bolag..1,0
boll..1,0
bolla..1,0
bollplank..1,0
bollplank..2,0
bolånekris..1,-1
bombare..1,0
bombare..2,-1
bombdåd..1,-1
bombhot..1,-1
bor..1,0
bord..1,0
bord..2,0
bord..3,0
borgarpress..1,0
borgerlig..1,0
borgerlig..2,0
bortförklara..1,-1
bortförklarande..1,-1
bortkastad..1,-1
bortse..1,0
bortseende..1,0
bortskämd..1,-1
bosatt..1,0
bossig..1,-1
bostad..1,0
bostadsbrist..1,-1
bostadslös..1,-1
bostadslöshet..1,-1
bot..1,1
bot..2,-1
bot..3,1
bot..4,0
botten..1,0
botten..2,-1
bottna..1,0
bouillabaisse..1,0
bov..1,-1
bra..3,1
bra..4,1
bra..5,0
bracka..1,-1
bragd..1,1
bragdguld..1,1
brand..1,0
brandattentat..1,-1
brandkårsutryckning..1,-1
brandkårsutryckning..2,1
brandrök..1,0
bransch..1,0
braska..1,0
braskande..1,0
braskande..2,0
bravur..1,1
bravurnummer..1,1
bre..1,0
bred..1,0
bred..2,0
bredda..1,0
brev..1,0
briljans..1,1
briljera..1,1
briljerande..1,1
brist..1,-1
brista..1,-1
brista..2,-1
brittisk..1,0
brittiska..1,0
bro..1,0
broa..1,0
brock..1,0
broder..1,0
broderlig..1,1
brons..1,0
brons..2,1
brons..3,0
bronsmedalj..1,1
bror..1,0
brott..1,-1
brott..2,-1
brott..3,0
brottslig..1,-1
brottslighet..1,-1
brottsling..1,-1
brottsmisstanke..1,-1
brottsmisstänkt..1,-1
bruk..1,0
bruk..2,0
bruk..3,0
bruka..1,0
bruka..2,0
bruka..3,0
brukande..1,0
brukande..2,0
brunbränd..1,0
brunskjorta..1,-1
brutal..1,-1
brutalisera..1,-1
brutaliserande..1,-1
brutalitet..1,-1
bruten..1,-1
bruttonationalprodukt..1,0
bry..1,0
bry..2,0
brydd..1,0
bryende..1,0
bryn..1,0
bryna..1,0
bryna..2,0
bryna..3,-1
brynande..1,0
brynande..2,0
brynande..3,-1
bryne..1,0
brysk..1,-1
bryta..10,0
bryta..1,-1
bryta..2,-1
bryta..3,0
bryta..4,0
bryta..5,0
bryta..6,0
bryta..7,-1
bryta..8,0
bryta..9,0
brytande..1,-1
brytande..2,-1
brytande..3,0
brytande..4,0
brytande..5,0
brytande..6,0
brytande..7,0
brytande..8,0
brytande..9,0
brytare..1,0
bryte..1,-1
bråck..1,-1
bråd..1,-1
brådska..1,0
brådska..2,0
bråk..1,0
bråk..2,-1
bråka..1,-1
bråka..2,0
bråka..3,0
bråkande..1,-1
bråkande..2,0
bråkig..1,-1
bråkstake..1,-1
brås..1,0
brännmärka..1,-1
brännmärka..2,0
brännmärkande..1,-1
brännmärkande..2,0
brännmärke..1,0
brännmärke..2,0
bränsle..1,0
bröd..1,0
brödkö..1,-1
bröt..1,0
bubbla..1,0
bubbla..2,0
bubbla..3,-1
buckla..1,0
buckla..2,0
buckla..3,1
bud..1,0
bud..2,0
bud..3,0
bud..4,0
bud..5,0
buda..1,0
buda..2,0
buda..3,0
budande..1,0
budande..2,0
budande..3,0
budget..1,0
budskap..1,0
bufflig..1,-1
bukfylla..1,-1
buller..1,-1
bullrig..1,-1
bullshit..1,-1
bur..1,-1
burdus..1,-1
buskablyg..1,0
buss..1,0
buss..2,0
buss..3,0
buss..4,0
buss..5,1
bussa..1,0
bussa..2,0
bussa..3,-1
bussig..1,1
butik..1,0
by..1,0
by..2,0
bygga..1,0
byggande..1,0
bygge..1,0
byggnad..1,0
byråkrati..1,-1
byråkratisk..1,-1
bysantinsk..1,0
bysantinsk..2,-1
byta..1,0
bytande..1,0
byte..1,0
byte..2,0
byte..3,0
bytta..1,0
byxis..1,-1
båt..1,0
båta..1,1
båtnad..1,1
bär..1,0
bära..1,0
bära..2,1
bära..3,0
bärande..1,0
bärande..2,0
bärande..3,0
bärande..4,0
bärsa..1,0
bärsa..3,0
bärsärk..1,-1
bärsärkagång..1,-1
bäst..1,1
bäva..1,-1
bävande..1,-1
böja..1,0
böja..2,0
böjd..1,0
böjd..2,0
bökig..1,-1
böla..1,0
böla..2,-1
bölande..1,0
bölande..2,-1
böldpest..1,-1
böra..1,0
börande..1,0
börda..1,0
börja..1,0
börja..2,0
början..1,0
börjande..1,0
börs..1,0
börs..2,0
börskrasch..1,-1
börsras..1,-1
böta..1,0
böta..2,-1
böta..3,-1
bötande..1,-1
bötande..2,-1
böter..1,-1
böter..2,-1
campa..1,0
campare..1,0
cancer..1,-1
cancersvulst..1,-1
casanova..1,-1
celebrera..1,1
celebrerande..1,1
celebritet..1,1
cell..1,0
cell..2,0
cell..3,0
censurering..1,-1
center..1,0
centerparti..1,0
Centerpartiet..1,0
centimeter..1,0
centra..1,0
central..1,0
central..2,0
centrum..1,0
centrum..2,0
chans..1,1
chanslös..1,-1
chanstagning..1,0
charm..1,1
charma..1,1
charmande..1,1
charmant..1,1
charmera..1,1
charmerande..1,1
charmig..1,1
charmtroll..1,1
chauvinist..1,-1
chef..1,0
chevaleresk..1,1
chock..1,-1
chock..2,0
chocka..1,-1
chockande..1,-1
chockartad..1,-1
chockbesked..1,-1
chockterapi..1,-1
chocktillstånd..1,-1
chosefri..1,1
choser..1,-1
cigarett..1,0
civil..1,0
cool..1,1
cool..2,1
curla..1,0
curla..2,-1
curlande..1,0
curlande..2,-1
curlingförälder..1,-1
cynisk..1,-1
cynism..1,-1
dag..1,0
dag..2,0
dagens..1,0
daghem..1,0
daglig..1,0
dags..1,0
daldans..1,0
daldansen..1,0
dalt..1,-1
dalta..1,-1
daltande..1,-1
dam..1,0
dam..2,0
dam..3,0
dan..1,-1
dans..1,0
dansa..1,0
dansande..1,0
dansant..1,0
dansk..1,0
dansk..2,0
dansk..3,0
danska..1,0
danska..2,0
dassig..1,-1
data..1,0
data..2,0
datahaveri..1,-1
dataintrång..1,-1
dator..1,0
datorhaveri..1,-1
datorintrång..1,-1
debatt..1,0
december..1,0
decennium..1,0
deciliter..1,0
defaitism..1,-1
defilera..1,1
defilerande..1,1
definiera..1,0
definierande..1,0
definition..1,0
definitiv..1,0
degenerering..1,-1
degradering..1,-1
dekoration..1,0
dekoration..2,1
dekorera..1,0
dekorera..2,1
dekorerande..1,0
dekorerande..2,1
del..1,0
dela..1,0
dela..2,0
delad..1,0
delande..1,0
delande..2,0
delikat..1,1
delikat..2,0
delikatess..1,1
delikatessjäv..1,-1
delta..1,0
delta..2,0
delta..3,0
deltagande..1,0
deltagande..2,1
deltagande..3,1
deltagare..1,0
demagogi..1,-1
demokrati..1,1
demokratisk..1,1
demonisera..1,-1
demoniserande..1,-1
demoralisera..1,-1
demoraliserande..1,-1
departement..1,0
deppa..1,-1
deppad..1,-1
deppande..1,-1
deppig..1,-1
deppighet..1,-1
depression..1,-1
depression..2,-1
deprimerad..1,-1
deprimerande..1,-1
desillusionerad..1,-1
desinformation..1,-1
desinformera..1,-1
desinformerande..1,-1
desperation..1,-1
despotisk..1,-1
destruktiv..1,-1
detalj..1,0
diabetes..1,-1
diagnos..1,0
diagnostik..1,0
dialog..1,0
diarré..1,-1
diffus..1,-1
digga..1,1
diggande..1,1
dikt..1,0
dikta..1,0
diktat..1,-1
diktator..1,-1
diktatorisk..1,-1
diktatorsfasoner..1,-1
dilemma..1,-1
dimridå..1,-1
direkt..1,0
direkt..2,0
direktiv..1,0
direktör..1,0
dirigent..1,0
disk..1,0
disk..2,0
disk..3,0
disk..4,0
diska..1,0
diska..2,-1
diskande..1,0
diskande..2,-1
diskare..1,0
diskriminera..1,-1
diskriminerande..1,-1
diskussion..1,0
diskutera..1,0
diskuterande..1,0
diskvalificera..1,-1
diskvalificerande..1,-1
diskvalificering..1,-1
dissa..1,-1
dissande..1,-1
divalater..1,-1
divig..1,-1
division..1,0
division..2,0
division..3,0
djup..1,0
djup..2,0
djur..1,0
djurplågare..1,-1
djurplågeri..1,-1
djurrättsaktivist..1,0
djurvänlig..1,1
djärv..1,1
djärvas..1,1
djärvhet..1,1
djävul..1,-1
djävulsk..1,-1
docent..1,0
doge..1,0
doktor..1,0
doktor..2,0
dokument..1,0
dokumentera..1,0
