sentence
"[{'label': 'NEUTRAL', 'score': 0.5925885438919067}]"
"[{'label': 'NEGATIVE', 'score': 0.937720000743866}]"
"[{'label': 'NEGATIVE', 'score': 0.953940212726593}]"
"[{'label': 'NEGATIVE', 'score': 0.9339638352394104}]"
"[{'label': 'NEGATIVE', 'score': 0.8033804893493652}]"
"[{'label': 'NEGATIVE', 'score': 0.8796874284744263}]"
"[{'label': 'NEGATIVE', 'score': 0.8101601600646973}]"
"[{'label': 'NEGATIVE', 'score': 0.879714846611023}]"
"[{'label': 'NEGATIVE', 'score': 0.8324368000030518}]"
"[{'label': 'POSITIVE', 'score': 0.9727329611778259}]"
"[{'label': 'POSITIVE', 'score': 0.9885087609291077}]"
"[{'label': 'POSITIVE', 'score': 0.9974568486213684}]"
"[{'label': 'POSITIVE', 'score': 0.9924117922782898}]"
"[{'label': 'POSITIVE', 'score': 0.9890860319137573}]"
"[{'label': 'POSITIVE', 'score': 0.9900976419448853}]"
"[{'label': 'POSITIVE', 'score': 0.9726501703262329}]"
"[{'label': 'POSITIVE', 'score': 0.9972925782203674}]"
"[{'label': 'POSITIVE', 'score': 0.8745833039283752}]"
"[{'label': 'POSITIVE', 'score': 0.9565020203590393}]"
"[{'label': 'POSITIVE', 'score': 0.9727329611778259}]"
"[{'label': 'POSITIVE', 'score': 0.9885087609291077}]"
"[{'label': 'POSITIVE', 'score': 0.9974568486213684}]"
"[{'label': 'POSITIVE', 'score': 0.9924117922782898}]"
"[{'label': 'POSITIVE', 'score': 0.9890860319137573}]"
"[{'label': 'POSITIVE', 'score': 0.9900976419448853}]"
"[{'label': 'POSITIVE', 'score': 0.9726501703262329}]"
"[{'label': 'POSITIVE', 'score': 0.9972925782203674}]"
"[{'label': 'POSITIVE', 'score': 0.8745833039283752}]"
"[{'label': 'POSITIVE', 'score': 0.9565020203590393}]"
"[{'label': 'NEUTRAL', 'score': 0.882946789264679}]"
"[{'label': 'NEUTRAL', 'score': 0.9079710245132446}]"
"[{'label': 'NEUTRAL', 'score': 0.8946959376335144}]"
"[{'label': 'NEGATIVE', 'score': 0.5024399757385254}]"
"[{'label': 'NEUTRAL', 'score': 0.49826812744140625}]"
"[{'label': 'NEUTRAL', 'score': 0.7901322245597839}]"
"[{'label': 'NEUTRAL', 'score': 0.8350056409835815}]"
"[{'label': 'NEUTRAL', 'score': 0.747097909450531}]"
"[{'label': 'NEUTRAL', 'score': 0.8831638097763062}]"
"[{'label': 'NEUTRAL', 'score': 0.9108659625053406}]"
"[{'label': 'NEUTRAL', 'score': 0.9038228988647461}]"
"[{'label': 'NEUTRAL', 'score': 0.967356264591217}]"
"[{'label': 'NEUTRAL', 'score': 0.9267985820770264}]"
"[{'label': 'NEGATIVE', 'score': 0.5636041760444641}]"
"[{'label': 'NEUTRAL', 'score': 0.8829860091209412}]"
"[{'label': 'NEUTRAL', 'score': 0.6914891600608826}]"
"[{'label': 'NEUTRAL', 'score': 0.957221508026123}]"
"[{'label': 'NEUTRAL', 'score': 0.7801971435546875}]"
"[{'label': 'NEUTRAL', 'score': 0.8586099743843079}]"
"[{'label': 'NEUTRAL', 'score': 0.9268929958343506}]"
"[{'label': 'NEGATIVE', 'score': 0.7426732778549194}]"
"[{'label': 'NEGATIVE', 'score': 0.9189270734786987}]"
