0,Det är dags att plantera om krukväxterna.,egna meningar,,,,
−1,Jag fastnade i trafiken och kom för sent till mötet.,egna meningar,,,,
−1,Det är så tråkigt att dagarna blir kortare på hösten.,egna meningar,,,,
−1,Jag glömde mitt paraply och blev genomblöt i regnet.,egna meningar,,,,
−1,Min dator kraschade och jag förlorade viktiga filer.,egna meningar,,,,
−1,"Jag har ont i halsen, kanske är jag förkyld.",egna meningar,,,,
−1,Jag är besviken på kvaliteten på de nya hörlurarna.,egna meningar,,,,
−1,Det känns som att ingenting går min väg idag.,egna meningar,,,,
−1,Jag saknar solen under de mörka vintermånaderna.,egna meningar,,,,
−1,Jag brände maten när jag blev distraherad.,egna meningar,,,,
−1,Jag råkade tappa min telefon och skärmen sprack.,egna meningar,,,,
1,Solnedgången över havet var helt andlös.,egna meningar,,,,
1,Jag känner mig så lycklig när jag tillbringar tid med min familj.,egna meningar,,,,
1,"Den där kakan var verkligen utsökt, jag måste be om receptet.",egna meningar,,,,
1,Efter mycket hårt arbete fick jag äntligen befordran jag drömt om.,egna meningar,,,,
1,Att höra ditt skratt gör alltid min dag bättre.,egna meningar,,,,
1,Jag fick ett mycket uppskattande e-postmeddelande från min chef idag.,egna meningar,,,,
1,Vi hade en fantastisk semester och skapade minnen för livet.,egna meningar,,,,
1,Att lyckas med mitt projekt gav mig en enorm tillfredsställelse.,egna meningar,,,,
1,Jag älskar att se blommorna jag planterade växa och blomstra.,egna meningar,,,,
1,Ett spontant cafébesök med en vän gjorde hela min vecka.,egna meningar,,,,
1,Jag är så tacksam för allt stöd jag får från mina vänner.,egna meningar,,,,
1,Att jogga i parken på morgonen ger mig så mycket energi.,egna meningar,,,,
1,Den nya boken jag började läsa är helt fängslande.,egna meningar,,,,
1,Jag kände mig så stolt när jag klarade den svåra tentan.,egna meningar,,,,
1,Att hitta en gammal vän på sociala medier värmde mitt hjärta.,egna meningar,,,,
1,Jag skrattade så mycket åt filmen vi såg igår kväll.,egna meningar,,,,
1,Att få ett handskrivet brev på posten var en sådan glädje.,egna meningar,,,,
1,Jag känner mig så fridfull när jag lyssnar på vågornas brus.,egna meningar,,,,
1,"Min favoritartist släpper ett nytt album snart, och jag kan inte vänta.",egna meningar,,,,
1,Att se barnen leka och skratta i parken är så hjärtvärmande.,egna meningar,,,,
0,Det är molnigt ute idag.,egna meningar,,,,
0,Jag ska gå och handla mat senare.,egna meningar,,,,
0,Boken jag läser handlar om historia.,egna meningar,,,,
0,Det är tisdag idag.,egna meningar,,,,
0,Jag måste tanka bilen snart.,egna meningar,,,,
0,Klockan är halv nio på morgonen.,egna meningar,,,,
0,Jag funderar på vilken film jag ska se ikväll.,egna meningar,,,,
0,Det är dags för mig att byta till vinterjacka.,egna meningar,,,,
0,Jag behöver köpa nya batterier till fjärrkontrollen.,egna meningar,,,,
0,Jag planerar att besöka biblioteket imorgon.,egna meningar,,,,
0,Min mobiltelefon har en uppdatering som behöver installeras.,egna meningar,,,,
0,Jag ska lämna tillbaka böckerna till biblioteket på vägen hem.,egna meningar,,,,
0,Det är vanligt att det regnar mycket i april.,egna meningar,,,,
0,Jag har tänkt börja lära mig ett nytt språk.,egna meningar,,,,
0,Jag brukar ta en promenad på lunchen.,egna meningar,,,,
0,Jag ska kolla vädret inför helgen.,egna meningar,,,,
0,Jag funderar på att börja med yoga.,egna meningar,,,,
0,Det är en ny kafé som öppnat i grannskapet.,egna meningar,,,,
0,Jag ska ordna med försäkringen för bilen.,egna meningar,,,,
0,Jag tänker på att byta jobb nästa år.,egna meningar,,,,
−1,Jag missade bussen och måste vänta på nästa.,egna meningar,,,,
−1,"Det regnar igen, och jag glömde mitt paraply.",egna meningar,,,,
−1,Jag känner mig stressad över allt arbete jag har att göra.,egna meningar,,,,
−1,"Jag råkade tappa min telefon, och nu är skärmen sprucken.",egna meningar,,,,
−1,Jag är besviken på hur filmen slutade.,egna meningar,,,,
−1,Jag vaknade med huvudvärk denna morgon.,egna meningar,,,,
−1,Det var en lång kö vid kassan i affären idag.,egna meningar,,,,
−1,Jag känner mig ensam ibland.,egna meningar,,,,
−1,Maten jag beställde var inte alls som jag förväntade mig.,egna meningar,,,,
−1,Jag glömde min plånbok hemma när jag gick ut.,egna meningar,,,,
−1,Jag försov mig och kom försent till mitt möte.,egna meningar,,,,
−1,Det är så frustrerande när internet inte fungerar ordentligt.,egna meningar,,,,
−1,Jag blev blöt i regnet och nu fryser jag.,egna meningar,,,,
−1,Jag är orolig för min vän som inte mår bra.,egna meningar,,,,
−1,Jag råkade spilla kaffe över mina papper.,egna meningar,,,,
−1,Det är så tråkigt att sommaren är över.,egna meningar,,,,
−1,Jag kände mig utelämnad när jag inte blev inbjuden.,egna meningar,,,,
−1,Jag har tappat bort mitt bibliotekskort.,egna meningar,,,,
−1,Jag är irriterad över att mitt tåg är försenat.,egna meningar,,,,
−1,"Min dator kraschade, och jag förlorade viktiga dokument.",egna meningar,,,,
−1,"Det regnar hela tiden, och jag känner mig så deprimerad.",egna meningar,,,,
−1,"Tåget blev inställt igen, och nu måste jag stanna sent på jobbet.",egna meningar,,,,
−1,"Den där presentationen gick förfärligt, jag tror jag gjorde bort mig totalt.",egna meningar,,,,
−1,"Maten på restaurangen var smaklös och dyr, jag kommer aldrig gå dit igen.",egna meningar,,,,
−1,"Min telefon har gått sönder, och jag vet inte hur jag ska klara mig utan den.",egna meningar,,,,
−1,"Bråket med min vän gjorde mig ledsen, jag vet inte om vi kan lösa det.",egna meningar,,,,
−1,"Min cykel blev stulen, nu kan jag inte cykla till jobbet längre.",egna meningar,,,,
−1,"Det känns som allt går emot mig idag, jag har otur i allt jag gör.",egna meningar,,,,
−1,"Jag förstår inte den här uppgiften, jag kommer aldrig att klara den.",egna meningar,,,,
−1,"Vädret är hemskt, det är kallt, mörkt och blåsigt.",egna meningar,,,,
1,"Solen skiner idag, och jag känner mig full av energi.",egna meningar,,,,
1,"Jag fick ett nytt jobb, och jag är så glad över möjligheten.",egna meningar,,,,
1,"Middagen med mina vänner var fantastisk, vi hade så roligt tillsammans.",egna meningar,,,,
1,"Hittade en ny bok som jag inte kan sluta läsa, den är helt underbar.",egna meningar,,,,
1,"Träningen gick superbra idag, jag känner mig stark och frisk.",egna meningar,,,,
1,"Fick ett fint meddelande från min partner, det gjorde mig varm i hjärtat.",egna meningar,,,,
1,"Löste ett svårt problem på jobbet, känns skönt att lyckas.",egna meningar,,,,
1,"Gjorde en spontan utflykt, och det blev en underbar dag.",egna meningar,,,,
1,"Lärde mig något nytt idag, känns alltid bra att utvecklas.",egna meningar,,,,
1,"Tacksam för min hälsa, min familj och mina vänner.",egna meningar,,,,
1,"Solen skiner idag, och jag känner mig full av energi.",egna meningar,,,,
1,"Jag fick ett nytt jobb, och jag är så glad över möjligheten.",egna meningar,,,,
1,"Middagen med mina vänner var fantastisk, vi hade så roligt tillsammans.",egna meningar,,,,
1,"Hittade en ny bok som jag inte kan sluta läsa, den är helt underbar.",egna meningar,,,,
1,"Träningen gick superbra idag, jag känner mig stark och frisk.",egna meningar,,,,
1,"Fick ett fint meddelande från min partner, det gjorde mig varm i hjärtat.",egna meningar,,,,
1,"Löste ett svårt problem på jobbet, känns skönt att lyckas.",egna meningar,,,,
1,"Gjorde en spontan utflykt, och det blev en underbar dag.",egna meningar,,,,
1,"Lärde mig något nytt idag, känns alltid bra att utvecklas.",egna meningar,,,,
1,"Tacksam för min hälsa, min familj och mina vänner.",egna meningar,,,,
−1,Jakten på rånarna fortsätter men på måndagsmorgonen var de fortfarande fria,8 Sidor,,,,
−1,"Han har berättat att höften måste opereras, men han har inte velat säga när.",8 Sidor,,,,
0,"Då tyckte experter att han var psykiskt sjuk, men inte så sjuk att han skulle slippa fängelse.",8 Sidor,,,,
−1,Han hade gått till sjukhuset men fick inte träffa sin läkare.,8 Sidor,,,,
−1,Men festen slutade med blod och död.,8 Sidor,,,,
−1,Nu håller vattnet på att sjunka men nya problem har dykt upp.,8 Sidor,,,,
−1,Många turister har skadats men ingen har dödats.,8 Sidor,,,,
1,Stina Nilsson var bäst av svenskorna .,8 Sidor,,,,
−1,Hur olyckan kunde hända är fortfarande oklart .,8 Sidor,,,,
0,Egyptens militärer säger att de ska ingripa och stoppa protesterna om inte regeringen och poliserna gör det .,8 Sidor,,,,
1,Men vem bryr sig när han slår så fina passningar .,8 Sidor,,,,
0,Hon heter Ameenah Gurib-Fakim .,8 Sidor,,,,
1,EU-kommissionen kan bli nöjd om länderna till exempel höjer skatten för att få in mer pengar .,8 Sidor,,,,
−1,Då är risken att smittan blir ännu mer spridd .,8 Sidor,,,,
0,Tysken Stefan W Hell delar priset med Eric Betzig och William E Moerner från USA .,8 Sidor,,,,
−1,Experterna vill inte att vi ska resa till eller från Stockholm och andra stora städer .,8 Sidor,,,,
0,Det har snöat mycket i västra Sverige under natten till tisdag .,8 Sidor,,,,
0,Linda Haglund sade att hon var oskyldig och hennes tränare erkände att det var han som gjort fel .,8 Sidor,,,,
0,Ingen vet hur mycket det kommer att kosta att bygga upp New Orleans .,8 Sidor,,,,
0,Fram till 1010 ska regeringen lägga nästan 8 miljarder kronor på vägar och järnvägar .,8 Sidor,,,,
1,EU vill att Europas städer ska få bättre skydd mot terrorister .,8 Sidor,,,,
0,I vintras gjorde vi en intervju med Cecilia Wikström .,8 Sidor,,,,
1,Då var det världens största fartyg .,8 Sidor,,,,
1,År 1958 kom Sverige tvåa .,8 Sidor,,,,
−1,Många människor flydde från det kommunistiska Östtyskland till Västtyskland .,8 Sidor,,,,
−1,De är arga för att ett gammalt fartyg som Prestige användes för att köra olja .,8 Sidor,,,,
1,En av sakerna hon kämpat för är att kvinnor ska få köra bil i landet .,8 Sidor,,,,
−1,Minst tio personer i två byar har blivit dödade .,8 Sidor,,,,
0,Din förening kan nu räknas som ett parti .,8 Sidor,,,,
−1,Det är vanligt att Nordkorea hotar med vapen för att få hjälp med pengar.,8 Sidor,,,,
−1,Den brittiska regeringen är säker på att det var Ryssland som försökte döda dem .,8 Sidor,,,,
−1,Det är inte första gången som det blir våldsamt på matcher i fotboll .,8 Sidor,,,,
1,Stina Nilsson var bäst av svenskorna .,8 Sidor,,,,
−1,Hur olyckan kunde hända är fortfarande oklart .,8 Sidor,,,,
0,Egyptens militärer säger att de ska ingripa och stoppa protesterna om inte regeringen och poliserna gör det .,8 Sidor,,,,
−1,Men vem bryr sig när han slår så fina passningar .,8 Sidor,,,,
0,Hon heter Ameenah Gurib-Fakim .,8 Sidor,,,,
1,EU-kommissionen kan bli nöjd om länderna till exempel höjer skatten för att få in mer pengar .,8 Sidor,,,,
−1,Då är risken att smittan blir ännu mer spridd .,8 Sidor,,,,
0,Tysken Stefan W Hell delar priset med Eric Betzig och William E Moerner från USA .,8 Sidor,,,,
−1,Experterna vill inte att vi ska resa till eller från Stockholm och andra stora städer .,8 Sidor,,,,
0,Det har snöat mycket i västra Sverige under natten till tisdag .,8 Sidor,,,,
−1,Linda Haglund sade att hon var oskyldig och hennes tränare erkände att det var han som gjort fel .,8 Sidor,,,,
0,Ingen vet hur mycket det kommer att kosta att bygga upp New Orleans .,8 Sidor,,,,
0,Fram till 1010 ska regeringen lägga nästan 8 miljarder kronor på vägar och järnvägar .,8 Sidor,,,,
1,EU vill att Europas städer ska få bättre skydd mot terrorister .,8 Sidor,,,,
0,I vintras gjorde vi en intervju med Cecilia Wikström .,8 Sidor,,,,
0,EU säger att regeringen bestämmer för mycket över domstolarna .,8 Sidor,,,,
1,Pengarna ska se till att det blir mer ordning och reda i skolan .,8 Sidor,,,,
1,Att vi har bra jämställdhet är också bra för att få bättre ekonomi i ett land .,8 Sidor,,,,
−1,Det är svårare än tidigare för studenter att hitta bostad .,8 Sidor,,,,
0,Vad händer med den som blir sjuk ?,8 Sidor,,,,
−1,Taylor Michell vandrade ensam när de två vargarna anföll henne .,8 Sidor,,,,
0,Tingsrätten dömde Mijailovic till livstids fängelse för mordet på utrikesminister Anna Lindh .,8 Sidor,,,,
0,"Det hände nyligen när folk protesterade mot att Förenta nationerna , FN , finns i landet .",8 Sidor,,,,
−1,Där orkanen dragit fram har hus och vägar förstörts .,8 Sidor,,,,
0,"– Möter jag någon jag känner måste jag hålla avstånd , samtidigt kan det vara mycket ljud runt omkring , säger Paulina Palm .",8 Sidor,,,,
0,Hagamannen tänker bo i Umeå när han släpps fri .,8 Sidor,,,,
0,Verkets siffror visar också att färre människor dör i olyckor på jobbet .,8 Sidor,,,,
−1,Han säger att rebellerna har tagit omkring 400 fångar .,8 Sidor,,,,
−1,– Han är en farlig motståndare .,8 Sidor,,,,
−1,Det har blivit vanligare med skjutningar och mord i de stora städerna i Sverige .,8 Sidor,,,,
0,Dackarna och Västervik ska tävla i två matcher i finalen .,8 Sidor,,,,
0,Efter två perioder ledde Kanada bara med 1-0 och svenskarna jagade ett mål .,8 Sidor,,,,
−1,Han misstänks för att ha hjälpt en knarkliga att ta in knark i Sverige .,8 Sidor,,,,
0,Sveriges regering vill ha en skatt på flygresor .,8 Sidor,,,,
0,"Då hinner de inte med ett val också , säger Åsa Fahlén på Lärarnas Riksförbund .",8 Sidor,,,,
0,Det är en ovanligt okänd person som blir chef för Skansen .,8 Sidor,,,,
0,Olafur Gudmundsson från Kristianstad med bollen i finalen mot Alingsås .,8 Sidor,,,,
0,William och Kate åkte till sjukhuset tidigt på måndagsmorgonen .,8 Sidor,,,,
−1,88-årige Noun Chea och 83-årige Khieu Samphan döms till fängelse resten av livet .,8 Sidor,,,,
−1,Ett tåg med passagerare blev fast i Gävle .,8 Sidor,,,,
1,Det kan betyda att färre får hudcancer i framtiden .,8 Sidor,,,,
0,Nu ska domstolen titta på advokatens anmälan och undersöka vad som hänt .,8 Sidor,,,,
0,Han ska också betala en halv miljon kronor till Andreas Danmans familj .,8 Sidor,,,,
0,Hon vill också att sexsäljare ska behandlas som andra yrkesgrupper .,8 Sidor,,,,
1,Regeringen har också tidigare sagt att de vill ordna lätta jobb i kommuner och landsting till de här personerna .,8 Sidor,,,,
−1,Explosionen ska ha varit nära Taksimtorget .,8 Sidor,,,,
1,Vi vill också satsa en miljard kronor så att föräldrarna får ut 90 procent av lönen de månaderna .,8 Sidor,,,,
0,Nu ska en åklagare undersöka vad som har hänt .,8 Sidor,,,,
1,Zlatan var matchens stora lirare .,8 Sidor,,,,
0,De flesta holländare vill nu göra det svårare för invandrare att komma till Holland .,8 Sidor,,,,
1,Presidenten säger att Mohamed Hussein Roble ska jobba med att göra landet bättre och säkrare .,8 Sidor,,,,
1,Och de fick hjälp av stora företag som Facebook och Google .,8 Sidor,,,,
1,"Europeiska Unionen , EU , har nu kommit överens om flera saker .",8 Sidor,,,,
0,Men Ryssland fortsätter att säga stopp till att släppa fram båtar .,8 Sidor,,,,
−1,Tre Kronor var på väg mot ett misslyckande i ishockey-VM .,8 Sidor,,,,
1,Integrationspolitiken har de senaste decennierna fokuserat på att vilket jobb som helst är ett bra jobb för utlandsutbildade .,Dagens arena,,,,
0,"Det finns gott om lämpliga , demokratiskt sinnade aktörer att stödja , och deras behov är som sagt omfattande .",Dagens arena,,,,
0,De tvingas att fatta tuffare beslut än vad de skulle önska i någon sorts ideal värld .,Dagens arena,,,,
0,"Om AD dömer till fackets och den uppsagdas fördel får personen utöver skadestånd också innestående lön under den tid som tvisten pågått och kan få behålla jobbet, och arbetstagaren kan precis som idag köpas ut av arbetsgivaren om denne inte vill ha hen tillbaka.",Dagens arena,,,,
0,Socialdemokraterna ligger bakom 1900-talets stora jämställdhetsreformer men kampen för det jämlika och jämställda samhället måste fortsätta .,Dagens arena,,,,
0,"- Arbetet måste injiceras både med väldigt tydliga insatser som går att mäta och följa upp , samtidigt som det är ett långsiktigt och outtröttligt arbete som såväl arbetsgivare som fackförbund måste orka driva .",Dagens arena,,,,
0,"Hotell- och restaurangfacket ( HRF ) anser att fackförbunden bör få någon form av ersättning för den extra arbetsbörda det innebär att lämna uppgifter till myndigheter , något de i sig menar är viktigt och en förutsättning för reformen .",Dagens arena,,,,
0,I Uppland och på Gotland fick många skolbarn ledigt när deras skolor höll stängt .,8 Sidor,,,,
0,Tidigare har Nicklas Lidström lett Detroit till seger år 1008 .,8 Sidor,,,,
0,"Människor från Norge , Island , Storbritannien , Schweiz och Liechtenstein får också komma .",8 Sidor,,,,
0,Men i sitt tal berömde han Sverigedemokraterna för att de inte vill öka invandringen .,8 Sidor,,,,
0,"Så länge ett barn får behandling ska föräldrarna få ledigt , tycker regeringen .",8 Sidor,,,,
1,Personer från Afghanistan var den grupp som lyckades bäst med att hitta jobb .,8 Sidor,,,,
0,– Vi fick höra nyheten i söndags av männens föräldrar .,8 Sidor,,,,
−1,– Det kan vara fler döda .,8 Sidor,,,,
0,Grekland regering ska spara pengar bland annat genom att höja pensionsåldern och ge mindre pengar till försvaret .,8 Sidor,,,,
−1,Sverige fick ingen medalj i VM i handboll för herrar .,8 Sidor,,,,
−1,De måste genast få hjälp för att klara sig .,8 Sidor,,,,
0,De ska också undersöka om sådana läger för flyktingar också skulle kunna vara utanför EU .,8 Sidor,,,,
0,Socialdemokraternas ledare Stefan Löfven får mer tid på sig att hitta stöd för att bli statsminister .,8 Sidor,,,,
1,Miljöpartiet Alla människor har samma värde .,8 Sidor,,,,
1,"– Fler människor ska få jobb , det är viktigast för regeringen .",8 Sidor,,,,
0,– Kan du komma hem utan att smitta andra ?,8 Sidor,,,,
1,Ibland lyckas Nigerias soldater befria terroristernas fångar .,8 Sidor,,,,
−1,"De kidnappar , torterar och dödar oskyldiga människor , säger experterna i HRW .",8 Sidor,,,,
0,Colombias regering säger att landet måste få försvara sig mot gerillan .,8 Sidor,,,,
1,Det firades med en stor fest i Stockholm på söndagen .,8 Sidor,,,,
0,Saab-arbetarna får vänta några veckor till innan de vet hur det går .,8 Sidor,,,,
0,Det är också viktigt att samarbeta med andra länder om att få bort olagliga vapen .,8 Sidor,,,,
0,Stefan Löfven sade att han kan samarbeta med alla partier utom Sverigedemokraterna .,8 Sidor,,,,
0,Många irakier är glada över att Saddam Hussein är borta .,8 Sidor,,,,
1,Sverige tog guld i mixedstafetten där det var två män och två kvinnor med i laget .,8 Sidor,,,,
1,"Alla jublade , hurrade och dansade när de fick veta att presidenten hade lämnat ifrån sig makten .",8 Sidor,,,,
1,"– Det är ett fint pris som visar att du har gjort något bra , säger Dejan Kulusevski .",8 Sidor,,,,
−1,SJ och Trafikverket tror att tågen kommer att kunna köra igen först på måndag den 1 juni .,8 Sidor,,,,
1,Partiet vill att alla samer ska ha rätt till jakt och fiske .,8 Sidor,,,,
0,Lagen gör att han kan fortsätta som president i två perioder till .,8 Sidor,,,,
1,Experter vet att den här gasen finns på jorden och att det är ett tecken på att det finns liv .,8 Sidor,,,,
0,Men experter tror inte att det stämmer .,8 Sidor,,,,
0,På festen träffade Strache personer som han trodde arbetade åt rika ryska affärsmän .,8 Sidor,,,,
1,"Jodå , Sverige vann den första matchen i handbolls-EM . Sverige vann en säker seger över Ukraina med 31-15 .",8 Sidor,,,,
0,"Men de här eleverna behöver riktiga lektioner med utbildade lärare , säger hon .",8 Sidor,,,,
1,"– Vaccinet är säkert och det är mycket bra , säger EUs experter .",8 Sidor,,,,
0,Därför kan en del soldater få åka hem .,8 Sidor,,,,
1,Skolmaten kommer att bli bättre .,8 Sidor,,,,
0,Om vi får in fler svar kommer vi att lägga till dem senare .,8 Sidor,,,,
1,De hoppas att det ska minska risken för att smittan sprider sig i Sverige .,8 Sidor,,,,
1,– Vi känner oss hedrade .,8 Sidor,,,,
−1,De har inte kunnat träffa alla sina kompisar .,8 Sidor,,,,
1,Sara Lidman är känd för sitt vackra språk och för att hon vågade säga vad hon tyckte .,8 Sidor,,,,
0,Donald Trump vann valet och blir USAs nya president .,8 Sidor,,,,
1,"Det här kommer att bli en riktig match , sa han och menade att partierna verkligen måste visa vilken politik som är bäst .",8 Sidor,,,,
1,I tisdags blev alla utom två personer räddade ur gruvan .,8 Sidor,,,,
0,Det är särskilt viktigt för folk som riskerar att bli svårt sjuka av viruset .,8 Sidor,,,,
1,Frances McDormand fick pris som bästa skådespelerska .,8 Sidor,,,,
0,"Andra som fått sina internet-sidor angripna av Wikileaks vänner är bankkortsföretagen Visa och Mastercard , advokaten Claes Borgström och den svenska regeringen .",8 Sidor,,,,
1,Fyra svenska NHL-spelare är klara för VM .,8 Sidor,,,,
1,Det var första gången i vinter en svensk vann och det var första gången Stina vann .,8 Sidor,,,,
0,Viktigast på festen var naturligtvis de som fått Nobelpriset .,8 Sidor,,,,
0,"Hur pengarna som staten får in ska användas vill Socialdemokraterna berätta senare , säger Magdalena Andersson .",8 Sidor,,,,
−1,Den som blir dömd för brottet kan få fängelse eller böter .,8 Sidor,,,,
1,Det kan rädda liv .,8 Sidor,,,,
0,Kanada är storfavorit till att vinna guldet i junior-VM . I dag torsdag spelar Sverige sin andra match i VM .,8 Sidor,,,,
−1,PSG gjorde ingen bra match .,8 Sidor,,,,
0,Det betyder att staten kan betala sådant som staten måste betala .,8 Sidor,,,,
−1,"Myndigheternas siffra är 1 600 döda , men det kan vara fler som har dött .",8 Sidor,,,,
0,Tyska experter vill stänga sju av landets kärnkraftverk .,8 Sidor,,,,
0,Laget flyttade från Stockholm till Eskilstuna för att få mer publik på sina matcher .,8 Sidor,,,,
0,Poliserna kan få avlyssna barns mobiltelefoner .,8 Sidor,,,,
1,Jonna Sundling vann guld i sprint .,8 Sidor,,,,
0,De höga priserna beror bland annat på att bensin och diesel ska bli bättre för miljön .,8 Sidor,,,,
1,I ett brev tackar de två för all hjälp och allt stöd de fått av människor i Sverige .,8 Sidor,,,,
−1,De allra rikaste svenskarna släpper ut tio gånger mer koldioxid jämfört med alla andra svenskar .,8 Sidor,,,,
0,Det beror också på att få ser programmen i en vanlig tv .,8 Sidor,,,,
0,– Alla i laget fick spela och vi testade lite nytt .,8 Sidor,,,,
1,Men nu är hon helt frisk och i väldigt bra form .,8 Sidor,,,,
0,I en demokrati är det viktigt att alla kan ordna protester .,8 Sidor,,,,
0,Varje år möts de två bästa engelska fotbollslagen i en särskild match .,8 Sidor,,,,
1,– Vi hjälper Ukraina på olika sätt .,8 Sidor,,,,
−1,Om de döms kan de straffas med fängelse i 15 år .,8 Sidor,,,,
1,En del experter säger att det är jättebra att Volvo nu får chans att sälja fler bilar i Kina .,8 Sidor,,,,
0,Charlotte klarade Johaug men inte Björgen .,8 Sidor,,,,
1,De får bra betalt för sitt viktiga arbete .,8 Sidor,,,,
0,Han är expert på odling .,8 Sidor,,,,
1,En av Eric Gustafssons tavlor har nu vunnit en tävling för konst .,8 Sidor,,,,
,Flera vägar fick stängas av .,8 Sidor,,,,
,Här kan du se bilder från nyheterna vecka 13 .,8 Sidor,,,,
,Det säger Johanna Ragnartz på organisationen Håll Sverige Rent som gjort undersökningen om skräp .,8 Sidor,,,,
,"Miljöpartiet vill att ungdomar , pensionärer och studenter ska få resa billigare på bussar och tunnelbana .",8 Sidor,,,,
,Efter en vecka fick hon jobb hos dem .,8 Sidor,,,,
,Regeringen får också mer kritik .,8 Sidor,,,,
,Av alla frukter och grönsaker som testades fick hälften betyget dålig och nästan lika många fick medelbetyg .,8 Sidor,,,,
,Det blir en stenhård grupp där Frankrike är favorit .,8 Sidor,,,,
,Det var rena krigsdansen .,8 Sidor,,,,
,Nu har regeringen ordnat en undersökning om hur det kan bli enklare att resa och boka biljetter med tåg .,8 Sidor,,,,
,Men en del saker har blivit rätt i filmen .,8 Sidor,,,,
,Han fick stora applåder av publiken när han sprang i mål .,8 Sidor,,,,
,Svenskarna var helt överlägsna och vann med 10-1 .,8 Sidor,,,,
,"– Det är smickrande att Roma är intresserade av mig , säger Emil Forsberg .",8 Sidor,,,,
,USAs regering ville satsa nästan fem tusen miljarder kronor för att rädda bankerna .,8 Sidor,,,,
,FN kan nu straffa Iran för att få landet att ändra sig .,8 Sidor,,,,
,Andra länder i EU kan få hjälp med pengar för att dela ut frukt och grönsaker till barn i skolan .,8 Sidor,,,,
,Då skulle IFK Göteborg kunna vinna matchen .,8 Sidor,,,,
,Partiet får flest röster av alla partier i EU-valet i Frankrike .,8 Sidor,,,,
,"Partierna i regeringen har flest politiker i riksdagen , med hjälp av Sverigedemokraterna .",8 Sidor,,,,
