0,Det är en vanlig dag på kontoret.,egna meningar
0,Jag behöver köpa nya skor för vintern.,egna meningar
0,Jag ska besöka biblioteket för att låna några böcker.,egna meningar
0,Jag dricker alltid två koppar kaffe på morgonen.,egna meningar
0,Det är dags att plantera om krukväxterna.,egna meningar
−1,Jag fastnade i trafiken och kom för sent till mötet.,egna meningar
−1,Det är så tråkigt att dagarna blir kortare på hösten.,egna meningar
−1,Jag glömde mitt paraply och blev genomblöt i regnet.,egna meningar
−1,Min dator kraschade och jag förlorade viktiga filer.,egna meningar
−1,"Jag har ont i halsen, kanske är jag förkyld.",egna meningar
−1,Jag är besviken på kvaliteten på de nya hörlurarna.,egna meningar
−1,Det känns som att ingenting går min väg idag.,egna meningar
−1,Jag saknar solen under de mörka vintermånaderna.,egna meningar
−1,Jag brände maten när jag blev distraherad.,egna meningar
−1,Jag råkade tappa min telefon och skärmen sprack.,egna meningar
1,Solnedgången över havet var helt andlös.,egna meningar
1,Jag känner mig så lycklig när jag tillbringar tid med min familj.,egna meningar
1,"Den där kakan var verkligen utsökt, jag måste be om receptet.",egna meningar
1,Efter mycket hårt arbete fick jag äntligen befordran jag drömt om.,egna meningar
1,Att höra ditt skratt gör alltid min dag bättre.,egna meningar
1,Jag fick ett mycket uppskattande e-postmeddelande från min chef idag.,egna meningar
1,Vi hade en fantastisk semester och skapade minnen för livet.,egna meningar
1,Att lyckas med mitt projekt gav mig en enorm tillfredsställelse.,egna meningar
1,Jag älskar att se blommorna jag planterade växa och blomstra.,egna meningar
1,Ett spontant cafébesök med en vän gjorde hela min vecka.,egna meningar
1,Jag är så tacksam för allt stöd jag får från mina vänner.,egna meningar
1,Att jogga i parken på morgonen ger mig så mycket energi.,egna meningar
1,Den nya boken jag började läsa är helt fängslande.,egna meningar
1,Jag kände mig så stolt när jag klarade den svåra tentan.,egna meningar
1,Att hitta en gammal vän på sociala medier värmde mitt hjärta.,egna meningar
1,Jag skrattade så mycket åt filmen vi såg igår kväll.,egna meningar
1,Att få ett handskrivet brev på posten var en sådan glädje.,egna meningar
1,Jag känner mig så fridfull när jag lyssnar på vågornas brus.,egna meningar
1,"Min favoritartist släpper ett nytt album snart, och jag kan inte vänta.",egna meningar
1,Att se barnen leka och skratta i parken är så hjärtvärmande.,egna meningar
0,Det är molnigt ute idag.,egna meningar
0,Jag ska gå och handla mat senare.,egna meningar
0,Boken jag läser handlar om historia.,egna meningar
0,Det är tisdag idag.,egna meningar
0,Jag måste tanka bilen snart.,egna meningar
0,Klockan är halv nio på morgonen.,egna meningar
0,Jag funderar på vilken film jag ska se ikväll.,egna meningar
0,Det är dags för mig att byta till vinterjacka.,egna meningar
0,Jag behöver köpa nya batterier till fjärrkontrollen.,egna meningar
0,Jag planerar att besöka biblioteket imorgon.,egna meningar
0,Min mobiltelefon har en uppdatering som behöver installeras.,egna meningar
0,Jag ska lämna tillbaka böckerna till biblioteket på vägen hem.,egna meningar
0,Det är vanligt att det regnar mycket i april.,egna meningar
0,Jag har tänkt börja lära mig ett nytt språk.,egna meningar
0,Jag brukar ta en promenad på lunchen.,egna meningar
0,Jag ska kolla vädret inför helgen.,egna meningar
0,Jag funderar på att börja med yoga.,egna meningar
0,Det är en ny kafé som öppnat i grannskapet.,egna meningar
0,Jag ska ordna med försäkringen för bilen.,egna meningar
0,Jag tänker på att byta jobb nästa år.,egna meningar
−1,Jag missade bussen och måste vänta på nästa.,egna meningar
−1,"Det regnar igen, och jag glömde mitt paraply.",egna meningar
−1,Jag känner mig stressad över allt arbete jag har att göra.,egna meningar
−1,"Jag råkade tappa min telefon, och nu är skärmen sprucken.",egna meningar
−1,Jag är besviken på hur filmen slutade.,egna meningar
−1,Jag vaknade med huvudvärk denna morgon.,egna meningar
−1,Det var en lång kö vid kassan i affären idag.,egna meningar
−1,Jag känner mig ensam ibland.,egna meningar
−1,Maten jag beställde var inte alls som jag förväntade mig.,egna meningar
−1,Jag glömde min plånbok hemma när jag gick ut.,egna meningar
−1,Jag försov mig och kom försent till mitt möte.,egna meningar
−1,Det är så frustrerande när internet inte fungerar ordentligt.,egna meningar
−1,Jag blev blöt i regnet och nu fryser jag.,egna meningar
−1,Jag är orolig för min vän som inte mår bra.,egna meningar
−1,Jag råkade spilla kaffe över mina papper.,egna meningar
−1,Det är så tråkigt att sommaren är över.,egna meningar
−1,Jag kände mig utelämnad när jag inte blev inbjuden.,egna meningar
−1,Jag har tappat bort mitt bibliotekskort.,egna meningar
−1,Jag är irriterad över att mitt tåg är försenat.,egna meningar
−1,"Min dator kraschade, och jag förlorade viktiga dokument.",egna meningar
−1,"Det regnar hela tiden, och jag känner mig så deprimerad.",egna meningar
−1,"Tåget blev inställt igen, och nu måste jag stanna sent på jobbet.",egna meningar
−1,"Den där presentationen gick förfärligt, jag tror jag gjorde bort mig totalt.",egna meningar
−1,"Maten på restaurangen var smaklös och dyr, jag kommer aldrig gå dit igen.",egna meningar
−1,"Min telefon har gått sönder, och jag vet inte hur jag ska klara mig utan den.",egna meningar
−1,"Bråket med min vän gjorde mig ledsen, jag vet inte om vi kan lösa det.",egna meningar
−1,"Min cykel blev stulen, nu kan jag inte cykla till jobbet längre.",egna meningar
−1,"Det känns som allt går emot mig idag, jag har otur i allt jag gör.",egna meningar
−1,"Jag förstår inte den här uppgiften, jag kommer aldrig att klara den.",egna meningar
−1,"Vädret är hemskt, det är kallt, mörkt och blåsigt.",egna meningar
1,"Solen skiner idag, och jag känner mig full av energi.",egna meningar
1,"Jag fick ett nytt jobb, och jag är så glad över möjligheten.",egna meningar
1,"Middagen med mina vänner var fantastisk, vi hade så roligt tillsammans.",egna meningar
1,"Hittade en ny bok som jag inte kan sluta läsa, den är helt underbar.",egna meningar
1,"Träningen gick superbra idag, jag känner mig stark och frisk.",egna meningar
1,"Fick ett fint meddelande från min partner, det gjorde mig varm i hjärtat.",egna meningar
1,"Löste ett svårt problem på jobbet, känns skönt att lyckas.",egna meningar
1,"Gjorde en spontan utflykt, och det blev en underbar dag.",egna meningar
1,"Lärde mig något nytt idag, känns alltid bra att utvecklas.",egna meningar
1,"Tacksam för min hälsa, min familj och mina vänner.",egna meningar
1,"Solen skiner idag, och jag känner mig full av energi.",egna meningar
1,"Jag fick ett nytt jobb, och jag är så glad över möjligheten.",egna meningar
1,"Middagen med mina vänner var fantastisk, vi hade så roligt tillsammans.",egna meningar
1,"Hittade en ny bok som jag inte kan sluta läsa, den är helt underbar.",egna meningar
1,"Träningen gick superbra idag, jag känner mig stark och frisk.",egna meningar
1,"Fick ett fint meddelande från min partner, det gjorde mig varm i hjärtat.",egna meningar
1,"Löste ett svårt problem på jobbet, känns skönt att lyckas.",egna meningar
1,"Gjorde en spontan utflykt, och det blev en underbar dag.",egna meningar
1,"Lärde mig något nytt idag, känns alltid bra att utvecklas.",egna meningar
1,"Tacksam för min hälsa, min familj och mina vänner.",egna meningar
−1,Jakten på rånarna fortsätter men på måndagsmorgonen var de fortfarande fria,8 Sidor
−1,"Han har berättat att höften måste opereras, men han har inte velat säga när.",8 Sidor
0,"Då tyckte experter att han var psykiskt sjuk, men inte så sjuk att han skulle slippa fängelse.",8 Sidor
−1,Han hade gått till sjukhuset men fick inte träffa sin läkare.,8 Sidor
−1,Men festen slutade med blod och död.,8 Sidor
−1,Nu håller vattnet på att sjunka men nya problem har dykt upp.,8 Sidor
−1,Många turister har skadats men ingen har dödats.,8 Sidor
1,Stina Nilsson var bäst av svenskorna .,8 Sidor
−1,Hur olyckan kunde hända är fortfarande oklart .,8 Sidor
0,Egyptens militärer säger att de ska ingripa och stoppa protesterna om inte regeringen och poliserna gör det .,8 Sidor
1,Men vem bryr sig när han slår så fina passningar .,8 Sidor
0,Hon heter Ameenah Gurib-Fakim .,8 Sidor
1,EU-kommissionen kan bli nöjd om länderna till exempel höjer skatten för att få in mer pengar .,8 Sidor
−1,Då är risken att smittan blir ännu mer spridd .,8 Sidor
0,Tysken Stefan W Hell delar priset med Eric Betzig och William E Moerner från USA .,8 Sidor
−1,Experterna vill inte att vi ska resa till eller från Stockholm och andra stora städer .,8 Sidor
0,Det har snöat mycket i västra Sverige under natten till tisdag .,8 Sidor
0,Linda Haglund sade att hon var oskyldig och hennes tränare erkände att det var han som gjort fel .,8 Sidor
0,Ingen vet hur mycket det kommer att kosta att bygga upp New Orleans .,8 Sidor
0,Fram till 2010 ska regeringen lägga nästan 8 miljarder kronor på vägar och järnvägar .,8 Sidor
−1,Jag har inga vänner.,egna meningar
−1,Idag är jag inte glad.,egna meningar
